"sales0","sales1","sales2","sales3","sales4","country","State","CouSub","population","store","store_Type_SupermarketType3","store_Type_GroceryStore","store_Type_SupermarketType1"
932,559,703,1333,1588,5,23,8430,20278,"1",0,0,1
1112,774,921,1639,1696,39,56,99999,21294,"0",0,0,0
601,464,502,810,975,145,72,99999,59662,"1",0,0,0
801,513,634,1057,1402,15,51,99999,73750,"0",0,0,1
1083,778,800,1457,1462,60,2,99999,997,"0",0,0,1
679,498,502,908,1005,7,56,99999,15885,"1",0,0,1
643,480,486,862,866,15,42,99999,62622,"0",0,0,1
643,448,475,856,1139,1,26,99999,10942,"0",0,0,1
1043,760,802,1299,1394,5,25,5280,6411,"1",0,0,1
716,507,557,892,957,241,48,99999,35710,"0",1,0,0
623,439,496,900,903,77,40,99999,11154,"0",0,0,0
1583,1027,1170,1973,2497,1,9,8980,16452,"1",0,0,1
593,402,438,739,819,135,19,99999,7970,"0",0,0,1
1283,803,1008,1679,1818,1,9,74190,51384,"1",0,0,1
979,594,803,1219,1325,9,9,46940,7575,"1",0,0,0
1494,1071,1196,1861,2023,9,25,68645,13787,"1",0,0,1
609,474,477,813,816,77,1,99999,92709,"1",1,0,0
643,419,475,801,1052,69,53,99999,3978,"0",0,0,1
646,474,477,817,865,125,40,99999,69442,"0",0,0,1
1494,1071,1196,1861,2023,17,25,2130,16593,"1",0,0,1
593,402,438,739,1050,73,19,99999,9336,"0",0,0,1
714,476,574,971,1094,47,13,99999,63942,"1",0,0,1
773,624,652,1036,1191,97,1,99999,412992,"1",0,0,1
638,380,519,843,1035,19,21,99999,49542,"1",0,0,0
675,414,519,887,952,151,39,99999,375586,"1",0,0,1
620,422,493,914,917,19,28,99999,8547,"0",0,0,1
794,559,670,1081,1150,27,23,35450,548,"0",0,1,0
643,428,542,948,951,51,27,99999,6018,"0",1,0,0
643,450,529,801,906,111,42,99999,77742,"1",0,0,1
558,419,471,820,823,129,21,99999,7887,"0",0,0,1
794,559,670,1081,1150,27,23,39055,913,"0",0,0,1
643,448,494,848,1018,143,26,99999,24449,"0",1,0,0
604,399,495,752,807,185,29,99999,9805,"0",0,0,1
643,462,514,852,974,5,15,99999,90,"0",0,0,1
819,662,691,1171,1451,31,37,99999,66469,"0",0,0,1
1074,730,869,1421,1492,5,23,73670,9874,"1",0,1,0
654,432,483,836,874,123,29,99999,12226,"0",1,0,0
634,412,469,869,872,13,20,99999,9984,"0",0,0,1
652,495,498,868,872,175,37,99999,33090,"0",0,0,1
896,579,713,1143,1236,79,55,99999,947735,"1",0,0,1
558,419,471,822,825,139,21,99999,9519,"1",0,0,1
984,649,830,1378,1738,1,10,99999,162310,"1",0,1,0
632,464,467,787,1025,29,5,99999,21273,"0",0,0,1
1213,943,965,1523,1693,9,33,24340,4582,"0",0,0,1
1040,757,769,1533,1679,91,6,99999,3240,"0",1,0,0
993,797,838,1306,1582,760,51,99999,204214,"1",0,0,1
728,491,614,972,1058,3,12,99999,27115,"0",0,0,1
1328,936,1017,1663,1953,7,50,45250,10352,"0",0,0,1
643,455,535,836,898,73,48,99999,50845,"0",0,0,1
1316,874,1055,1639,1818,9,9,7310,28026,"1",1,0,0
867,585,712,1093,1168,55,36,99999,744344,"1",0,0,1
643,468,519,919,922,83,55,99999,37660,"1",0,1,0
599,440,443,746,801,107,1,99999,19746,"0",0,0,1
1043,760,802,1299,1394,5,25,69170,55874,"1",0,0,1
966,641,775,1404,1700,15,50,77425,673,"0",0,0,1
584,429,432,727,884,127,5,99999,11233,"0",0,1,0
627,493,529,889,892,53,22,99999,31594,"0",0,0,1
656,390,507,869,938,93,18,99999,46134,"0",0,0,1
607,409,455,894,897,5,31,99999,460,"1",1,0,0
752,536,556,937,1167,12,4,99999,20489,"0",0,0,1
1017,730,735,1208,1326,27,50,82000,566,"0",0,0,1
608,449,456,891,1077,5,5,99999,41513,"1",1,0,0
615,389,455,790,822,133,29,99999,14358,"0",0,0,1
1168,798,910,1455,1561,9,25,34550,76377,"0",0,0,1
689,515,547,930,1204,17,23,64185,369,"0",0,0,1
632,376,467,829,981,15,19,99999,26306,"0",0,0,1
873,693,736,1132,1425,23,23,87460,3072,"0",0,0,1
927,678,732,1199,1461,11,25,58335,393,"1",0,0,1
1494,1071,1196,1861,2023,17,25,70360,8926,"1",0,0,1
794,559,670,1081,1150,27,23,75525,1388,"0",0,1,0
640,468,474,797,855,119,46,99999,1373,"0",0,0,1
657,480,486,818,878,61,46,99999,3331,"1",0,0,1
642,456,491,862,948,73,54,99999,7605,"1",0,0,1
766,542,593,1129,1133,3,48,99999,14786,"0",0,0,1
1019,707,786,1418,1424,3,33,58740,4345,"0",0,0,1
1019,707,786,1418,1424,3,33,7940,712,"0",0,1,0
631,419,532,838,843,85,17,99999,22678,"0",0,0,1
558,413,420,695,746,141,21,99999,26835,"0",0,1,0
743,553,608,1007,1135,221,13,99999,14899,"1",0,0,0
638,484,487,850,958,33,5,99999,61948,"1",0,0,1
1168,798,910,1455,1561,9,25,77150,4235,"1",0,0,1
746,548,551,929,1082,43,48,99999,9232,"0",0,0,0
623,439,460,776,833,69,40,99999,10957,"0",0,0,1
927,678,732,1199,1461,11,25,51265,7839,"0",0,0,1
873,693,736,1132,1425,23,23,58070,0,"1",0,0,1
709,573,598,946,1134,7,33,47860,1337,"0",0,0,1
707,459,580,891,1048,175,20,99999,22952,"0",1,0,0
647,479,482,823,892,65,18,99999,49462,"0",0,0,1
1001,639,801,1320,1575,13,33,52100,4397,"0",1,0,0
681,520,572,868,1053,29,23,85185,487,"0",0,0,1
1036,674,823,1290,1411,27,25,12715,12981,"1",0,0,1
585,429,432,729,782,155,21,99999,19820,"0",0,0,1
1213,943,965,1523,1693,9,33,61060,790,"0",0,0,1
623,439,477,918,1103,93,40,99999,7527,"1",0,0,1
894,532,747,1113,1583,17,50,74950,730,"0",0,0,1
632,474,533,787,1055,193,37,99999,69340,"0",0,0,1
924,616,739,1154,1314,15,25,26535,6240,"1",0,0,1
666,448,562,932,1077,19,23,60790,214,"1",0,0,0
1494,1071,1196,1861,2023,17,25,15060,17668,"0",0,1,0
674,422,498,951,1194,19,16,99999,104234,"1",1,0,0
683,470,505,879,1132,11,47,99999,98963,"1",0,0,0
722,527,557,1014,1144,69,30,99999,494,"0",0,0,1
836,543,682,1210,1481,43,35,99999,131561,"1",0,1,0
1036,674,823,1290,1411,27,25,30560,17346,"0",0,1,0
1144,732,918,1425,1655,3,9,22630,51252,"1",0,0,1
896,579,713,1143,1236,131,55,99999,131887,"1",0,0,1
944,682,793,1391,1672,11,53,99999,425363,"1",0,0,1
636,378,470,825,1006,17,29,99999,12363,"1",0,0,0
640,468,474,943,946,75,46,99999,1006,"0",0,0,1
643,408,475,839,859,41,55,99999,9304,"0",0,1,0
643,383,494,882,888,107,42,99999,148289,"0",0,0,0
604,443,446,826,928,121,29,99999,15566,"0",0,0,1
1036,674,823,1290,1411,27,25,75155,7669,"0",0,0,1
778,485,594,1097,1317,29,49,99999,9469,"0",0,0,0
679,548,564,860,942,3,23,32685,83,"1",1,0,0
599,481,505,883,899,129,1,99999,17581,"0",1,0,0
846,504,656,1054,1498,1,32,99999,24877,"0",0,1,0
643,519,542,915,918,115,8,99999,2379,"0",0,0,1
643,498,501,820,859,83,51,99999,36241,"0",0,1,0
666,448,562,932,1077,19,23,1500,277,"1",0,0,1
607,409,449,844,847,179,31,99999,9595,"0",0,0,1
816,533,633,1063,1206,163,17,99999,270056,"1",1,0,0
897,669,757,1200,1326,39,36,99999,49221,"1",0,0,0
838,576,632,1193,1222,127,55,99999,102228,"0",0,1,0
695,488,586,960,1049,169,13,99999,28669,"1",0,0,1
1328,936,1017,1663,1953,7,50,34600,1938,"0",0,0,0
631,419,532,786,1118,61,17,99999,13886,"0",0,0,1
904,647,713,1126,1373,21,50,56875,3432,"0",0,0,1
769,463,579,1065,1173,29,18,99999,50047,"1",0,0,1
634,412,469,833,922,7,20,99999,4861,"1",0,0,1
1316,874,1055,1639,1818,9,9,14160,29261,"0",0,1,0
1144,732,918,1425,1655,3,9,68940,23511,"1",0,0,1
640,468,473,859,863,5,46,99999,17398,"0",0,0,1
2062,1256,1635,2801,3386,41,6,99999,252409,"1",0,0,1
669,456,531,953,957,81,46,99999,24097,"0",1,0,0
643,515,542,948,1124,59,16,99999,7936,"0",0,0,1
607,409,449,894,897,121,31,99999,7845,"0",0,0,1
643,519,542,939,942,29,12,99999,16422,"0",0,0,1
796,521,654,1026,1382,19,17,99999,201081,"1",0,0,1
1001,639,801,1320,1575,13,33,75460,1837,"0",0,0,1
805,642,679,1003,1226,5,50,2875,1708,"0",1,0,0
425,335,354,599,718,79,72,99999,25753,"1",1,0,0
1159,782,888,1558,1809,11,33,85220,3677,"1",1,0,0
633,420,471,854,967,157,17,99999,33476,"1",0,0,1
607,409,455,894,897,183,31,99999,818,"0",1,0,0
651,461,506,811,944,33,48,99999,641,"1",0,0,1
656,462,533,879,1007,29,54,99999,30676,"1",0,0,1
623,439,460,918,921,11,40,99999,11943,"0",1,0,0
996,641,796,1403,1656,139,27,99999,129928,"1",0,1,0
631,463,466,811,843,37,35,99999,9041,"0",0,0,1
419,330,349,560,730,111,72,99999,24282,"1",1,0,0
904,647,713,1126,1373,21,50,44800,745,"0",0,0,1
723,584,603,955,1281,145,27,99999,150642,"1",0,0,1
607,409,512,894,897,129,31,99999,4500,"0",0,0,1
1494,1071,1196,1861,2023,21,25,24820,16865,"1",0,0,1
643,448,475,912,969,133,26,99999,23528,"0",1,0,0
950,648,767,1192,1443,95,22,99999,45924,"1",0,0,1
631,444,466,786,1118,53,35,99999,17866,"1",0,0,1
890,599,721,1215,1502,201,48,99999,4092459,"1",0,0,1
1494,1071,1196,1861,2023,17,25,35950,8924,"1",1,0,0
709,573,598,946,1134,7,33,76580,0,"0",0,0,1
604,443,446,811,814,115,29,99999,12761,"1",0,0,1
605,472,510,775,809,77,5,99999,10424,"0",0,0,1
792,609,613,1052,1150,1,42,99999,101407,"0",0,0,1
643,455,501,806,1021,179,48,99999,22535,"0",0,0,1
600,477,480,836,839,65,38,99999,1846,"0",0,0,1
718,566,569,900,1032,25,36,99999,47980,"0",0,1,0
643,455,500,801,933,103,48,99999,4375,"0",0,0,1
1057,716,805,1353,1560,11,9,48900,19571,"1",0,0,1
1064,718,837,1458,1521,17,33,73860,3991,"1",0,0,1
771,564,579,1136,1289,99,48,99999,75388,"1",0,0,1
993,729,734,1413,1418,1,33,47140,6241,"0",0,0,1
773,545,652,1015,1142,9,1,99999,57322,"1",0,0,1
643,519,542,948,951,23,8,99999,3524,"0",0,0,1
631,419,466,786,843,15,17,99999,15387,"0",0,0,1
607,409,479,756,957,145,31,99999,11055,"0",0,0,0
604,380,457,752,811,23,29,99999,42794,"0",0,0,0
1156,814,959,1440,1546,7,34,99999,513657,"1",0,0,1
607,409,458,756,811,185,31,99999,13665,"1",0,1,0
643,472,475,948,1124,7,16,99999,5986,"0",0,1,0
1232,857,996,1815,2157,13,8,99999,294567,"1",0,1,0
781,465,649,1151,1383,169,29,99999,52274,"1",0,1,0
581,395,444,724,821,175,47,99999,5548,"0",0,0,1
972,648,729,1185,1493,25,50,83950,1357,"1",0,0,1
917,627,724,1245,1289,31,23,80530,7693,"1",0,0,1
657,491,554,852,900,21,23,53628,147,"0",1,0,0
643,428,475,801,938,87,27,99999,5413,"0",0,0,1
620,501,523,914,1098,155,28,99999,10253,"0",0,0,1
772,567,571,961,1169,263,13,99999,6865,"0",0,0,1
1458,1167,1230,1951,2451,31,24,99999,971777,"1",0,0,1
654,441,485,963,967,225,29,99999,36202,"1",0,1,0
804,562,642,1104,1424,103,27,99999,32727,"1",0,0,1
634,491,495,845,1044,117,20,99999,10117,"1",0,0,1
931,628,775,1228,1502,109,12,99999,190039,"1",0,0,1
736,438,585,1085,1205,27,16,99999,188923,"1",1,0,0
857,510,723,1100,1426,21,37,99999,238318,"0",0,0,1
1064,718,837,1458,1521,17,33,44820,1771,"1",0,0,1
631,479,482,871,1118,6,35,99999,27213,"0",0,0,0
604,359,446,772,881,135,29,99999,15607,"0",0,0,1
1153,788,908,1629,1987,71,6,99999,2035210,"1",0,0,1
593,355,444,768,792,161,19,99999,10350,"0",0,1,0
695,488,586,960,1049,289,13,99999,9023,"1",0,0,1
1043,760,802,1299,1394,5,25,38225,23184,"1",0,0,1
847,504,672,1055,1132,15,23,48645,1752,"0",0,0,1
896,583,699,1187,1396,409,48,99999,64804,"1",0,0,0
643,442,522,905,908,175,18,99999,28262,"1",0,1,0
766,518,599,961,1024,11,23,24950,1140,"0",0,0,1
608,446,449,868,871,33,45,99999,32062,"0",0,0,1
643,472,475,801,1124,21,16,99999,10972,"0",0,0,1
640,468,473,867,870,123,46,99999,5644,"0",1,0,0
689,515,547,930,1204,17,23,9550,145,"0",0,0,0
712,424,548,929,1049,49,26,99999,425790,"0",0,0,1
719,490,559,1059,1249,7,5,99999,221339,"1",0,0,1
679,548,564,860,942,3,23,28590,467,"0",0,0,1
746,599,627,1015,1019,25,23,14555,1314,"0",0,1,0
1030,790,802,1305,1548,5,9,52630,28142,"0",0,0,1
620,422,523,841,929,3,28,99999,37057,"0",0,0,1
805,479,646,1008,1076,89,18,99999,496005,"0",0,0,0
627,493,529,924,1050,21,22,99999,10132,"0",0,0,1
772,499,591,973,1033,1,23,38740,36592,"1",0,0,1
640,468,540,830,855,23,46,99999,9129,"0",1,0,0
715,517,567,949,1016,9,36,99999,80317,"0",0,1,0
690,557,582,1017,1020,81,51,99999,12243,"0",0,0,1
643,429,500,948,951,191,48,99999,3353,"1",0,0,1
657,391,486,818,958,181,37,99999,45422,"1",0,0,1
709,573,598,946,1134,7,33,61620,9,"1",0,1,0
1144,732,918,1425,1655,3,9,10100,9301,"1",1,0,0
678,403,501,844,991,165,18,99999,16212,"1",0,0,1
627,506,520,837,1111,11,22,99999,35654,"0",0,0,1
644,473,476,909,1141,199,17,99999,66357,"0",0,0,1
647,515,518,920,1126,83,54,99999,29405,"0",0,0,1
780,464,646,971,1067,89,28,99999,95203,"1",0,0,1
904,647,713,1126,1373,21,50,14500,2571,"0",1,0,0
1105,757,818,1628,1899,113,6,99999,200849,"1",0,0,1
600,480,483,818,861,55,38,99999,8962,"0",0,0,1
643,477,481,853,881,135,55,99999,52410,"0",0,0,1
643,383,488,802,859,157,39,99999,92582,"0",0,1,0
922,633,778,1230,1459,51,13,99999,265128,"1",0,0,1
643,455,475,812,859,149,48,99999,24554,"0",0,0,0
794,559,670,1081,1150,27,23,3950,6668,"1",0,0,0
607,409,512,756,822,125,31,99999,3735,"0",0,0,1
558,445,456,770,782,225,21,99999,15007,"0",0,0,1
643,448,480,801,1139,43,26,99999,26168,"0",0,0,1
662,408,512,827,885,79,31,99999,58607,"1",0,0,1
643,455,511,940,943,433,48,99999,1490,"0",0,0,0
668,397,494,840,893,155,26,99999,70648,"0",1,0,0
643,503,513,889,892,89,27,99999,9439,"0",0,0,1
586,430,433,730,836,271,13,99999,16500,"0",0,0,1
643,519,542,884,1033,167,51,99999,28897,"0",0,0,1
593,402,438,792,795,133,19,99999,9243,"0",1,0,0
921,607,728,1229,1484,257,48,99999,103350,"1",0,0,1
816,533,633,1063,1206,27,17,99999,37762,"1",0,0,1
698,450,559,869,984,63,41,99999,7008,"0",0,1,0
666,448,562,932,1077,19,23,27190,1105,"1",0,0,1
1494,1071,1196,1861,2023,17,25,68260,17659,"1",0,0,1
944,682,793,1391,1672,5,41,99999,375992,"1",0,0,1
688,537,540,858,947,149,28,99999,48773,"1",0,0,1
586,430,433,787,1038,55,13,99999,26015,"0",0,1,0
709,573,598,946,1134,7,33,46020,0,"0",0,0,1
1107,894,920,1530,1926,735,51,99999,12150,"1",0,0,1
794,559,670,1081,1150,27,23,56450,1535,"1",0,0,1
642,417,541,800,1090,95,20,99999,7858,"1",0,0,1
983,788,793,1247,1560,23,50,11125,1433,"0",0,0,1
972,648,729,1185,1493,25,50,84700,1876,"0",1,0,0
1494,1071,1196,1861,2023,21,25,72495,24070,"1",0,1,0
1234,825,920,1614,1695,1,25,19295,4956,"1",0,0,1
631,419,466,786,843,23,17,99999,16335,"0",0,0,1
1007,658,761,1484,1784,170,2,99999,88995,"0",0,0,0
677,469,507,868,1069,43,20,99999,7945,"1",0,0,1
643,469,529,948,1019,25,30,99999,2890,"1",0,0,1
1076,700,795,1340,1438,27,25,34165,8055,"1",0,0,1
748,503,584,1024,1229,17,40,99999,115541,"1",1,0,0
681,520,572,868,1053,29,23,14940,105,"0",0,0,1
632,392,480,931,1119,185,37,99999,20972,"0",0,0,1
890,599,721,1215,1502,157,48,99999,585375,"1",1,0,0
944,686,773,1176,1407,7,44,19180,80387,"1",0,0,1
1213,943,965,1523,1693,9,33,32180,593,"0",0,0,1
599,445,448,803,806,27,1,99999,13932,"0",0,0,1
1036,674,823,1290,1411,27,25,58825,7973,"1",0,0,1
640,517,540,943,946,115,46,99999,6415,"0",1,0,0
674,450,498,939,1194,119,26,99999,9765,"0",0,0,1
679,548,564,860,942,3,23,7065,610,"0",0,0,1
1286,922,1016,1833,1839,5,25,20100,23112,"1",0,0,1
677,516,519,961,986,13,36,99999,134905,"0",0,0,1
974,759,764,1286,1302,55,53,99999,15769,"0",0,0,1
689,515,547,930,1204,17,23,31110,238,"0",0,0,1
796,521,654,1026,1382,53,17,99999,14081,"1",0,0,1
586,430,433,730,783,141,13,99999,9429,"0",0,0,1
558,439,442,822,838,175,21,99999,13923,"1",0,0,1
714,476,574,971,1094,295,13,99999,68756,"1",0,0,1
663,394,490,884,1021,71,18,99999,42376,"0",0,0,1
652,388,482,836,1155,49,48,99999,38106,"0",0,0,1
1144,732,918,1425,1655,13,9,25360,15602,"1",0,0,1
607,409,449,756,895,17,31,99999,3145,"0",0,0,1
657,391,486,968,1164,45,16,99999,16719,"1",0,0,1
1036,674,823,1290,1411,27,25,17685,11390,"1",0,0,1
924,616,739,1154,1314,15,25,27690,5250,"0",0,1,0
643,460,509,918,1139,29,56,99999,28205,"0",0,0,0
632,470,473,843,1084,131,37,99999,22099,"0",0,0,0
922,743,748,1182,1232,13,23,9725,4850,"1",0,0,0
944,682,793,1391,1672,59,53,99999,11066,"1",0,0,1
641,436,541,799,1135,77,28,99999,12929,"0",0,0,1
718,519,531,994,1174,31,40,99999,124098,"1",1,0,0
755,535,568,1063,1072,293,48,99999,23384,"0",0,1,0
755,478,574,984,1096,31,55,99999,44159,"1",0,0,1
643,455,542,948,1139,425,48,99999,8490,"0",0,0,1
1214,891,897,1689,1695,7,9,57320,10242,"1",0,0,0
672,434,512,858,898,179,19,99999,35625,"1",1,0,0
924,551,699,1362,1637,29,32,99999,4010,"0",0,0,1
586,449,452,761,817,279,13,99999,27223,"0",1,0,0
604,399,452,812,815,207,29,99999,29968,"0",0,0,1
872,551,695,1137,1247,187,48,99999,131533,"1",0,0,0
584,455,493,861,1034,117,5,99999,8715,"0",0,0,0
1038,662,875,1321,1498,65,51,99999,25691,"1",0,0,0
701,417,528,990,1202,85,20,99999,13462,"1",0,0,1
748,544,631,990,1000,93,42,99999,18267,"0",0,0,1
645,521,529,883,913,7,45,99999,187126,"0",0,0,1
1017,730,735,1208,1326,27,50,13675,3154,"0",0,0,1
709,573,598,883,1256,7,23,49345,1407,"1",0,0,1
1048,662,794,1305,1707,5,33,38500,5457,"0",0,0,1
634,431,491,798,847,75,39,99999,42366,"1",0,1,0
1328,936,1017,1663,1953,11,50,24925,4285,"1",0,0,1
634,412,535,934,962,123,20,99999,6373,"0",0,0,1
599,481,505,746,820,71,1,99999,53227,"0",0,0,1
805,642,679,1003,1226,5,50,17125,2196,"0",0,0,1
1048,662,794,1305,1707,5,33,65700,229,"0",1,0,0
917,627,724,1245,1289,31,23,81475,9589,"1",0,0,1
1019,771,815,1435,1550,261,2,99999,9636,"0",0,0,1
621,369,459,856,971,105,19,99999,20638,"1",0,0,0
1141,892,898,1435,1817,103,42,99999,57369,"1",0,0,1
746,599,627,1015,1019,25,23,59005,4215,"0",0,1,0
643,419,475,876,1091,117,18,99999,19840,"0",0,1,0
728,534,548,935,973,15,35,99999,53829,"0",0,0,1
778,485,594,1097,1317,11,49,99999,306479,"1",0,0,1
666,448,562,932,1077,19,23,24110,1092,"1",0,0,1
924,616,739,1154,1314,13,25,30665,2481,"0",0,0,1
643,488,491,901,1139,49,16,99999,16267,"0",0,0,1
634,412,471,790,922,101,20,99999,1750,"1",0,0,1
607,409,481,756,1075,127,31,99999,7248,"0",0,0,1
632,497,500,787,845,157,37,99999,93643,"0",0,0,1
1064,718,837,1458,1521,17,33,41460,4330,"1",0,1,0
584,366,446,856,1008,111,5,99999,24583,"1",0,0,1
606,460,511,838,841,1,49,99999,6629,"0",0,0,1
634,445,534,907,1008,13,35,99999,209233,"1",0,0,1
882,642,699,1300,1562,9,6,99999,45578,"0",0,0,1
746,444,551,929,997,61,27,99999,45058,"0",0,0,1
721,546,550,904,968,349,48,99999,47735,"0",0,0,0
672,479,497,869,956,91,21,99999,8565,"0",0,0,1
689,515,547,930,1204,17,23,27505,209,"0",0,0,1
632,511,533,827,1028,27,37,99999,83029,"0",0,1,0
607,409,474,879,882,33,31,99999,9998,"0",0,0,1
677,403,515,843,905,121,40,99999,45837,"0",0,0,1
972,648,729,1185,1493,25,50,30925,2121,"0",0,1,0
709,573,598,946,1134,7,33,80740,33,"0",0,0,1
960,675,750,1286,1511,81,12,99999,322833,"1",0,0,1
833,571,660,1037,1205,19,23,6925,9482,"1",0,0,1
586,473,494,798,801,161,13,99999,15068,"1",0,0,1
966,641,775,1404,1700,15,50,37075,3446,"0",0,0,1
640,468,473,797,855,25,46,99999,3691,"0",0,0,1
1057,716,805,1353,1560,11,9,66210,4151,"1",0,0,0
632,496,499,829,949,123,37,99999,27798,"0",0,0,0
689,515,547,930,1204,17,23,54000,5014,"0",0,0,1
679,548,564,860,942,3,23,48960,510,"1",1,0,0
1635,1200,1208,2132,2185,87,12,99999,73090,"1",0,0,1
703,476,520,887,1139,141,39,99999,78064,"1",0,0,1
863,658,662,1096,1528,165,51,99999,76314,"1",0,0,1
679,548,564,860,942,3,23,11020,218,"0",0,0,1
620,422,472,914,917,65,28,99999,12487,"0",0,0,1
1316,874,1055,1639,1818,9,9,53890,14407,"1",0,0,1
1057,716,805,1353,1560,11,9,52350,27620,"1",0,0,1
643,419,475,801,1137,9,18,99999,12766,"1",0,0,1
743,580,584,1095,1099,81,8,99999,13795,"0",0,0,1
636,489,493,875,1061,37,5,99999,17870,"0",0,0,1
1133,862,867,1446,1531,21,25,2935,4356,"1",0,0,1
709,573,598,883,1256,7,23,14205,166,"1",0,0,1
662,441,489,826,1163,29,27,99999,8695,"0",0,0,1
728,485,538,1007,1010,111,30,99999,147972,"1",0,0,1
643,455,475,920,933,391,48,99999,7383,"0",0,1,0
623,439,468,918,1071,23,40,99999,15205,"0",0,0,1
1030,790,802,1305,1548,5,9,51350,6970,"1",0,1,0
848,588,666,1116,1133,9,23,53620,2,"0",1,0,0
1076,700,795,1340,1438,27,25,5490,2866,"1",0,0,1
979,582,724,1231,1541,9,44,77000,22787,"1",0,0,1
634,387,482,790,847,71,39,99999,43589,"0",0,0,1
600,447,450,867,870,43,38,99999,2435,"0",0,0,1
425,335,354,599,718,125,72,99999,35527,"1",1,0,0
1494,1071,1196,1861,2023,21,25,50250,28602,"1",0,0,1
1213,943,965,1523,1693,9,33,580,1613,"0",0,1,0
743,553,608,1007,1135,59,13,99999,116714,"1",0,0,1
848,588,666,1116,1133,9,23,43430,513,"0",0,1,0
600,477,480,836,839,23,38,99999,2071,"0",0,1,0
681,520,572,868,1053,29,23,12455,1232,"0",1,0,0
924,616,739,1154,1314,15,25,29265,3279,"1",0,0,1
643,448,475,801,1139,153,26,99999,8485,"0",0,1,0
558,410,413,801,988,181,21,99999,7135,"0",0,0,1
643,388,475,801,859,19,55,99999,34690,"0",1,0,0
586,430,433,760,783,291,13,99999,21356,"0",0,0,1
728,560,580,907,973,347,48,99999,64524,"0",0,0,1
805,642,679,1003,1226,5,50,47725,581,"0",0,0,1
679,404,557,890,907,29,55,99999,27785,"0",0,0,1
643,480,487,803,906,83,18,99999,38440,"0",0,0,1
672,479,497,869,956,149,21,99999,9531,"1",0,0,0
599,440,443,746,894,59,1,99999,31704,"1",0,1,0
599,481,505,786,1061,57,1,99999,17241,"0",0,1,0
609,471,514,780,814,199,13,99999,21992,"1",0,0,1
715,522,529,1054,1103,117,46,99999,2966,"0",1,0,0
786,549,630,987,1050,19,42,99999,183862,"0",0,0,1
1107,894,920,1530,1926,95,51,99999,67009,"1",0,0,1
765,528,645,953,1022,89,26,99999,21708,"0",0,0,1
643,419,475,801,859,43,53,99999,10570,"0",0,0,1
634,481,509,814,847,69,54,99999,44443,"1",0,0,1
944,686,773,1176,1407,5,25,62430,18165,"1",1,0,0
586,473,494,864,918,93,13,99999,14918,"0",0,0,1
1328,936,1017,1663,1953,7,50,13300,3754,"1",0,0,1
983,788,793,1247,1560,23,50,86125,998,"1",0,1,0
643,519,542,948,987,33,8,99999,2064,"0",0,0,1
1144,732,918,1425,1655,13,9,77830,854,"1",0,0,1
1213,943,965,1523,1693,9,33,74740,563,"1",0,0,0
679,424,573,901,1103,73,26,99999,70311,"0",0,0,1
844,673,712,1051,1128,5,25,25240,8870,"1",0,0,1
581,434,459,811,815,183,47,99999,35021,"0",0,0,1
1017,730,735,1208,1326,27,50,56350,904,"0",0,0,1
1234,825,920,1614,1695,1,25,29020,12243,"1",0,0,0
558,419,471,798,801,55,21,99999,9315,"0",0,0,1
744,536,619,1040,1155,119,5,99999,382748,"1",0,0,1
643,448,542,948,1139,51,26,99999,25692,"0",0,0,1
839,550,708,1045,1178,3,25,34655,5943,"1",0,0,1
776,586,590,1118,1374,61,20,99999,34362,"1",0,0,1
623,419,460,838,842,51,40,99999,52431,"1",0,0,1
627,493,529,924,958,7,22,99999,23421,"0",0,0,1
620,422,523,772,829,51,28,99999,19198,"1",0,0,1
747,548,552,930,998,27,20,99999,8535,"0",0,0,1
1001,639,801,1320,1575,13,33,35860,1089,"0",0,1,0
681,520,572,868,1053,29,23,16410,589,"0",0,0,1
689,515,547,930,1204,17,23,17250,1148,"0",0,0,1
944,686,773,1176,1407,7,44,59000,178042,"1",0,0,1
788,628,663,1084,1288,1,1,99999,54571,"1",0,0,1
953,567,711,1187,1329,15,9,67400,1726,"0",1,0,0
584,429,432,750,884,137,5,99999,12394,"0",0,0,1
2062,1256,1635,2801,3386,75,6,99999,805235,"1",0,0,1
640,468,540,883,886,97,46,99999,2389,"0",0,0,1
631,419,466,786,935,173,17,99999,22363,"1",0,0,1
623,439,525,776,833,53,40,99999,4527,"0",0,0,1
632,511,533,809,951,177,37,99999,4407,"0",0,0,1
1132,786,860,1527,1533,31,23,87985,12529,"1",0,0,1
632,511,533,861,864,109,37,99999,78265,"0",0,0,0
657,491,554,852,900,21,23,37970,89,"0",0,1,0
661,449,489,842,894,117,47,99999,30617,"0",0,0,0
665,396,498,980,983,5,20,99999,16924,"0",1,0,0
604,399,509,832,835,67,29,99999,13684,"0",0,0,1
674,424,530,870,901,169,39,99999,114520,"0",1,0,0
601,464,502,810,975,101,72,99999,32610,"1",0,0,1
586,473,478,864,887,105,13,99999,20166,"0",0,0,1
709,573,598,946,1134,7,33,32420,0,"0",0,0,1
619,417,522,771,860,37,31,99999,10515,"0",0,0,1
600,477,480,884,887,1,38,99999,2343,"0",0,1,0
631,413,478,917,1003,117,17,99999,47765,"1",0,0,1
850,616,710,1130,1213,15,47,99999,13801,"1",0,0,1
586,473,494,815,887,259,13,99999,6058,"0",0,0,1
721,520,558,918,1003,233,21,99999,13621,"1",0,0,1
607,409,449,756,830,31,31,99999,5713,"0",0,0,1
